"","X.1","X","ID","NameOfPDF","Author","DOI","CodingFinished","Screener","Extracter","DataExtracted","Extraction.Suitable","ExtractionComments","Sampled_Soil_Available_notpH","FullyFactorial","SpatialExtent.km2.","Country","Season.s.","ExperimentObservation","Method","LandUse","LandIntensification","HabitatLossFragmentation","Climate","Pollution","InvasiveSpp","NutrientEnrichment","PollutionSource","OtherBiodiversity","EcosystemFunction","Case_ID","CaseDescription","Latitude","Longitude","SamplingDuration_months","SoilPH","PollutionType","PollutantClass","PollutionName","SecondaryPollution","TreatmentDescription","Control_absValue","Control_absValueUnit","Treatment_absValue","Treatment_absValueUnit","TaxaGroup","TaxaBodysize","Control_mean","Control_SD","Control_N","Treatment_mean","Treatment_SD","Treatment_N","Measurement","MeasurementUnits","Error","Data_Source","System","ColdDrySystems","WetlandSystems","AgricultureType","Tillage","WoodyType","WoodyUse","Grassland","Agroforestry","ArtificialSystem","SystemComments","SamplingMethod","GeneralComments","TaxonomicResolutionRichness","TaxaGroupings","LongTerm","RecommendedDose","PollutantClass1","PesticideType","Neonicotinoid","SeedCoating","MultiSubstanceWithInsecticide","PollutionNameCorrected","Comments","TaxaGroupGSBA","BodySizeCat","BiodivMetric","RecommendedRate","LongTerm2","RepeatedApplication","TemporalExtent","ES","VarES","Control_SD_approx","Treatment_SD_approx","ES2","VarES2"
"139",139,537,1473,"Chelinho_2014_Applied Soil Ecology","Chelinho","10.1016/j.apsoil.2013.06.009",TRUE,"Melanie","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"NA (lab experiment)","Portugal,Brazil",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1473_1","Portugal, mites","40d14m46.5066s","-8d20m23.9964s",0,NA,"Pesticides","Insecticide","carbofuran","No","carbofuran (350 g/l) applied at 2 times recommended rate (mimicking pesticide overuse by farmers) in the lab (single application)",0,"l/ha","10.0","l/ha","Acarina","Micro-arthropods",101.694915254237,85.93220338983,7,88.9830508474576,33.0508474576264,7,"Abundance","individuals","SD","F1","Agriculture",NA,NA,"Fallow",NA,NA,NA,"Mown (once per year)",NA,NA,"fallow land not cultivated for 5 years",NA,NA,NA,NA,"4 weeks","higher than recommended (twice the rate, to mimick farmer overuse, common practice)","Insecticide","Insecticide","no","no","no","carbofuran","famille carbamates","Acari","Mesofauna","Abundance","higher","several days (=< 30)","single","days/weeks",-0.182750950130047,0.286907068206194,85.93220338983,33.0508474576264,-0.182750950130047,0.286907068206194
"140",140,540,1481,"Chang_2013_Applied Soil Ecology","Chang","10.1016/j.apsoil.2012.11.007",TRUE,"Lea","Lea","Yes","yes-some drivers","no clear treatment/reference for intensification",FALSE,TRUE,"NA (lab experiment)","China",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Agricultural/livestock","no","none","1481_2","soybean+herbicide richness","47d35mN","133d31mE",NA,"4.86","Pesticides","Herbicide","Glyphosate","No","Glyphosate (30%) single application vs control with water application",0,"kg/ha","1.4","kg/ha","Collembola",NA,5.8,4.41520101467646,15,8.3,3.36949551120045,15,"SpeciesRichness","unitless","SE","T3","Agriculture",NA,NA,"PaddyField",NA,NA,NA,NA,NA,NA,"rice or soybean cultivation on marsh soils",NA,NA,"species (or morphospecies)",NA,"4 months",NA,"Herbicide","Herbicide","no","no","no","glyphosate",NA,"Collembola","Mesofauna","Richness","at recommended rate","several months (3 < x < 12)","single","months",0.619337760100055,0.139726321018096,4.41520101467646,3.36949551120045,0.619337760100055,0.139726321018096
"141",141,541,1481,"Chang_2013_Applied Soil Ecology","Chang","10.1016/j.apsoil.2012.11.007",TRUE,"Lea","Lea","Yes","yes-some drivers","no clear treatment/reference for intensification",FALSE,TRUE,"NA (lab experiment)","China",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Agricultural/livestock","no","none","1481_3","rice+herbicide abdc","47d35mN","133d31mE",NA,"4.86","Pesticides","Herbicide","cyhalofop-butyl","No","cyhalofop-butyl (10%) single application",0,"ml/ha","1000.0","ml/ha","Collembola",NA,1780,2285.06017426238,15,946,584.82048527732,15,"Abundance","ind/m2","SE","T3","Agriculture",NA,NA,"PaddyField",NA,NA,NA,NA,NA,NA,"rice or soybean cultivation on marsh soils",NA,NA,NA,NA,"4 months",NA,"Herbicide","Herbicide","no","no","no","cyhalofop-butyl",NA,"Collembola","Mesofauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",-0.486506845932894,0.137278148518993,2285.06017426238,584.82048527732,-0.486506845932894,0.137278148518993
"142",142,542,1481,"Chang_2013_Applied Soil Ecology","Chang","10.1016/j.apsoil.2012.11.007",TRUE,"Lea","Lea","Yes","yes-some drivers","no clear treatment/reference for intensification",FALSE,TRUE,"NA (lab experiment)","China",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Agricultural/livestock","no","none","1481_4","rice+herbiciderichness","47d35mN","133d31mE",NA,"4.86","Pesticides","Herbicide","cyhalofop-butyl","No","cyhalofop-butyl (10%) single application",0,"ml/ha","1000.0","ml/ha","Collembola",NA,4.5,2.20760050733823,15,3.5,2.90473750965556,15,"SpeciesRichness","unitless","SE","T3","Agriculture",NA,NA,"PaddyField",NA,NA,NA,NA,NA,NA,"rice or soybean cultivation on marsh soils",NA,NA,"species (or morphospecies)",NA,"4 months",NA,"Herbicide","Herbicide","no","no","no","cyhalofop-butyl",NA,"Collembola","Mesofauna","Richness","at recommended rate","several months (3 < x < 12)","single","months",-0.377130967417347,0.135703796109752,2.20760050733823,2.90473750965556,-0.377130967417347,0.135703796109752
"143",143,543,1481,"Chang_2013_Applied Soil Ecology","Chang","10.1016/j.apsoil.2012.11.007",TRUE,"Lea","Lea","Yes","yes-some drivers","no clear treatment/reference for intensification",FALSE,TRUE,"NA (lab experiment)","China",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Agricultural/livestock","no","none","1481_1","soybean+herbicide, abdc","47d35mN","133d31mE",NA,"4.86","Pesticides","Herbicide","Glyphosate","No","Glyphosate (30%) single application vs control with water application",0,"kg/ha","1.4","kg/ha","Collembola",NA,4193,3563.14467851082,15,12326,7749.83967576104,15,"Abundance","ind/m2","SE","T3","Agriculture",NA,NA,"PaddyField",NA,NA,NA,NA,NA,NA,"rice or soybean cultivation on marsh soils",NA,NA,NA,NA,"4 months",NA,"Herbicide","Herbicide","no","no","no","glyphosate",NA,"Collembola","Mesofauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",1.31193964871995,0.162019760698057,3563.14467851082,7749.83967576104,1.31193964871995,0.162019760698057
"144",144,544,1498,"Cerevkova_2017_Crop Protection","Cerevkova","10.1016/j.cropro.2016.10.007",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1498_1","pesticide 1, abundance","47d58mN","18d02mE",0.25,"6.9","Pesticides","Insecticide","tefluthrin","No","tefluthrin 1.5%, 199.5 g ai/ha, 13.3 kg product/ha, granular insecticide application into the rows during sowing , repeated applications",0,"g/ha","199.5","g/ha","Nematodes",NA,152.231404958677,131.946490573128,5,148.760330578512,137.120862752467,5,"Abundance","ind/100 g soil","SE","F3","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,NA,NA,NA,"2 years","probably at recommended rate","Insecticide","Insecticide","no","no","no","tefluthrin","famille des pyréthrinoïdes","Nematodes","Microfauna","Abundance","at recommended rate","several years (1 < x =< 5 )","multiple","years",-0.0232861485767744,0.400027112235777,131.946490573128,137.120862752467,-0.0232861485767744,0.400027112235777
"145",145,545,1498,"Cerevkova_2017_Crop Protection","Cerevkova","10.1016/j.cropro.2016.10.007",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1498_4","pesticide 1, diversity","47d58mN","18d02mE",0.25,"6.9","Pesticides","Insecticide","tefluthrin","No","tefluthrin 1.5%, 199.5 g ai/ha, 13.3 kg product/ha, granular insecticide application into the rows during sowing , repeated applications",0,"g/ha","199.5","g/ha","Nematodes",NA,2.24,0.487869376909026,5,2.24727272727272,0.47973822062724,5,"Shannon","unitless","SE","F3","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,NA,"species",NA,"2 years","probably at recommended rate","Insecticide","Insecticide","no","no","no","tefluthrin","famille des pyréthrinoïdes","Nematodes","Microfauna","Diversity indices","at recommended rate","several years (1 < x =< 5 )","multiple","years",0.0135693092537253,0.400009206307681,0.487869376909026,0.47973822062724,0.0135693092537253,0.400009206307681
"146",146,546,1498,"Cerevkova_2017_Crop Protection","Cerevkova","10.1016/j.cropro.2016.10.007",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1498_2","pesticide 2 seed treatment, abundance","47d58mN","18d02mE",0.25,"6.9","Pesticides","Insecticide","chlothianidin","No","clothianidin seed treatment (104 ml/per hectare), repeated applications",0,"µg/seed","1.25","µg/seed","Nematodes",NA,152.231404958677,131.946490573128,5,199.669421487603,134.533676662797,5,"Abundance","ind/100 g soil","SE","F3","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,NA,NA,NA,"2 years","probably at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Nematodes","Microfauna","Abundance","at recommended rate","several years (1 < x =< 5 )","multiple","years",0.321378045029797,0.405164192391359,131.946490573128,134.533676662797,0.321378045029797,0.405164192391359
"147",147,547,1498,"Cerevkova_2017_Crop Protection","Cerevkova","10.1016/j.cropro.2016.10.007",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1498_5","pesticide 2 seed treatment, diversity","47d58mN","18d02mE",0.25,"6.9","Pesticides","Insecticide","chlothianidin","No","clothianidin seed treatment (104 ml/per hectare), repeated applications",0,"µg/seed","1.25","µg/seed","Nematodes",NA,2.24,0.487869376909026,5,2.0290909090909,0.463475908063599,5,"Shannon","unitless","SE","F3","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,NA,"species",NA,"2 years","probably at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Nematodes","Microfauna","Diversity indices","at recommended rate","several years (1 < x =< 5 )","multiple","years",-0.400119255856172,0.408004770945345,0.487869376909026,0.463475908063599,-0.400119255856172,0.408004770945345
"148",148,548,1498,"Cerevkova_2017_Crop Protection","Cerevkova","10.1016/j.cropro.2016.10.007",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1498_6","pesticide 2 granular , diversity","47d58mN","18d02mE",0.25,"6.9","Pesticides","Insecticide","chlothianidin","No","chlotianidin 1% application into the rows after sowing (11kg product/ha), repeated applications",0,"g/ha","110.0","g/ha","Nematodes",NA,2.24,0.487869376909026,5,2.03636363636363,0.47973822062724,5,"Shannon","unitless","SE","F3","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,NA,"species",NA,"2 years","probably at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Nematodes","Microfauna","Diversity indices","at recommended rate","several years (1 < x =< 5 )","multiple","years",-0.379940659104714,0.407217745222046,0.487869376909026,0.47973822062724,-0.379940659104714,0.407217745222046
"149",149,549,1498,"Cerevkova_2017_Crop Protection","Cerevkova","10.1016/j.cropro.2016.10.007",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1498_3","pesticide 2 granular , abundance","47d58mN","18d02mE",0.25,"6.9","Pesticides","Insecticide","chlothianidin","No","chlotianidin 1% application into the rows after sowing (11kg product/ha), repeated applications",0,"g/ha","110.0","g/ha","Nematodes",NA,152.231404958677,131.946490573128,5,112.892561983471,131.946490573126,5,"Abundance","ind/100 g soil","SE","F3","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,NA,NA,NA,"2 years","probably at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Nematodes","Microfauna","Abundance","at recommended rate","several years (1 < x =< 5 )","multiple","years",-0.269134135682148,0.403621659149469,131.946490573128,131.946490573126,-0.269134135682148,0.403621659149469
"150",150,550,1500,"Cerevkova_2013_Helminthologia","Cerevkova","10.2478/s11687-013-0132-4",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Spring and Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1500_6","pesticide 2 granular , abundance","47d58mN","18d02mE",5,"6.9","Pesticides","Insecticide","chlothianidin","No","chlotianidin 1% application into the rows after sowing (11kg product/ha), single application",0,"g/ha","110.0","g/ha","Nematodes",NA,2.19752520623281,0.19248395967003,25,1.89275893675527,0.32722273143904,25,"Shannon","unitless","SD","F2","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,"same experiment as study 1498 but different sampling year","species",NA,"4 months","probably at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Nematodes","Microfauna","Diversity indices","at recommended rate","several months (3 < x < 12)","single","months",-1.11745735802929,0.092487109470138,0.19248395967003,0.32722273143904,-1.11745735802929,0.092487109470138
"151",151,551,1500,"Cerevkova_2013_Helminthologia","Cerevkova","10.2478/s11687-013-0132-4",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Spring and Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1500_2","pesticide 2 seed treatment, abundance","47d58mN","18d02mE",5,"6.9","Pesticides","Insecticide","chlothianidin","No","clothianidin seed treatment (104 ml/per hectare), single application",0,"µg/seed","1.25","µg/seed","Nematodes",NA,237.96992481203,122.368421052631,25,199.624060150375,109.962406015038,25,"Abundance","ind/100 g soil","SD","F1","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,"same experiment as study 1498 but different sampling year",NA,NA,"4 months","probably at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Nematodes","Microfauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",-0.324445546713474,0.081052649127822,122.368421052631,109.962406015038,-0.324445546713474,0.081052649127822
"152",152,552,1500,"Cerevkova_2013_Helminthologia","Cerevkova","10.2478/s11687-013-0132-4",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Spring and Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1500_3","pesticide 2 granular , abundance","47d58mN","18d02mE",5,"6.9","Pesticides","Insecticide","chlothianidin","No","chlotianidin 1% application into the rows after sowing (11kg product/ha), single application",0,"g/ha","110.0","g/ha","Nematodes",NA,237.96992481203,122.368421052631,25,135.902255639097,82.894736842106,25,"Abundance","ind/100 g soil","SD","F1","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,"same experiment as study 1498 but different sampling year",NA,NA,"4 months","probably at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Nematodes","Microfauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",-0.96125792498789,0.0892401679835202,122.368421052631,82.894736842106,-0.96125792498789,0.0892401679835202
"153",153,553,1500,"Cerevkova_2013_Helminthologia","Cerevkova","10.2478/s11687-013-0132-4",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Spring and Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1500_5","pesticide 2 seed treatment, abundance","47d58mN","18d02mE",5,"6.9","Pesticides","Insecticide","chlothianidin","No","clothianidin seed treatment (104 ml/per hectare), single application",0,"µg/seed","1.25","µg/seed","Nematodes",NA,2.19752520623281,0.19248395967003,25,1.99220898258478,0.13473877176902,25,"Shannon","unitless","SD","F2","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,"same experiment as study 1498 but different sampling year","species",NA,"4 months","probably at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Nematodes","Microfauna","Diversity indices","at recommended rate","several months (3 < x < 12)","single","months",-1.21637922672812,0.094795784232157,0.19248395967003,0.13473877176902,-1.21637922672812,0.094795784232157
"154",154,554,1500,"Cerevkova_2013_Helminthologia","Cerevkova","10.2478/s11687-013-0132-4",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Spring and Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1500_1","pesticide 1, abundance","47d58mN","18d02mE",5,"6.9","Pesticides","Insecticide","tefluthrin","No","tefluthrin 1.5%, 199.5 g ai/ha, 13.3 kg product/ha, granular insecticide application into the rows during sowing, single application",0,"g/ha","199.5","g/ha","Nematodes",NA,237.96992481203,122.368421052631,25,190.601503759398,108.270676691729,25,"Abundance","ind/100 g soil","SD","F1","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,"same experiment as study 1498 but different sampling year",NA,NA,"4 months","probably at recommended rate","Insecticide","Insecticide","no","no","no","tefluthrin","famille des pyréthrinoïdes","Nematodes","Microfauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",-0.403547425841159,0.0816285052490303,122.368421052631,108.270676691729,-0.403547425841159,0.0816285052490303
"155",155,555,1500,"Cerevkova_2013_Helminthologia","Cerevkova","10.2478/s11687-013-0132-4",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Slovakia","Spring and Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1500_4","pesticide 1, abundance","47d58mN","18d02mE",5,"6.9","Pesticides","Insecticide","tefluthrin","No","tefluthrin 1.5%, 199.5 g ai/ha, 13.3 kg product/ha, granular insecticide application into the rows during sowing , single application",0,"g/ha","199.5","g/ha","Nematodes",NA,2.19752520623281,0.19248395967003,25,1.98900091659028,0.29514207149404,25,"Shannon","unitless","SD","F2","Agriculture",NA,NA,"Annual","Conventional",NA,NA,NA,NA,NA,"maize",NA,"same experiment as study 1498 but different sampling year","species",NA,"4 months","probably at recommended rate","Insecticide","Insecticide","no","no","no","tefluthrin","famille des pyréthrinoïdes","Nematodes","Microfauna","Diversity indices","at recommended rate","several months (3 < x < 12)","single","months",-0.823760754775912,0.0867858178110898,0.19248395967003,0.29514207149404,-0.823760754775912,0.0867858178110898
"156",156,556,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_7","pesticide 1 simpson equitability","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Metalaxyl, Copper oxychloride","No","Metalaxyl (15%),Copper oxychloride (32%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","0.21;0.50","kg/ha","Oribatid mites","Micro-arthropods",0.549295774647887,NA,4,0.431924882629108,NA,4,"Simpson Equitability","unitless",NA,"F3","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","MultiSubstance","no","no","no","Cu; metalaxyl","Copper oxychloride c'est idem que Cu","Acari","Mesofauna","Evenness indices","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",NA,NA,NA,NA,NA,NA
"157",157,557,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_6","pesticide 2 simpson","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Mancozeb ethylene-bisdithiocarbamate, Manganese, Zinc","No","Mancozeb ethylene-bisdithiocarbamate (62%), Manganese (16%), Zinc (2%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","1.77;0.46;0.06","kg/ha","Oribatid mites","Micro-arthropods",4.31924882629108,NA,4,2.21830985915492,NA,4,"Simpson","unitless",NA,"F3","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","Fungicide","no","no","no","ethylene-bis-dithiocarbamate","Mancozeb is the formulation with ethylene-bis-dithiocarbamate + manganese + zinc donc pour moi c'est pas MultiSubstance c'est juste une formulation (j'ai changé en fungicide)","Acari","Mesofauna","Diversity indices","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",NA,NA,NA,NA,NA,NA
"158",158,558,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_8","pesticide 1 shannon equitability","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Metalaxyl, Copper oxychloride","No","Metalaxyl (15%),Copper oxychloride (32%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","0.21;0.50","kg/ha","Oribatid mites","Micro-arthropods",0.786384976525821,NA,4,0.647887323943662,NA,4,"Shannon Equitability","unitless",NA,"F3","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","MultiSubstance","no","no","no","Cu; metalaxyl","Copper oxychloride c'est idem que Cu","Acari","Mesofauna","Evenness indices","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",NA,NA,NA,NA,NA,NA
"159",159,559,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_3","pesticide 1, shannon","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Metalaxyl, Copper oxychloride","No","Metalaxyl (15%),Copper oxychloride (32%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","0.21;0.50","kg/ha","Oribatid mites","Micro-arthropods",1.61971830985915,NA,4,1.04460093896713,NA,4,"Shannon","unitless",NA,"F3","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","MultiSubstance","no","no","no","Cu; metalaxyl","Copper oxychloride c'est idem que Cu","Acari","Mesofauna","Diversity indices","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",NA,NA,0.40023219950621,0.258120766348207,-1.48344517436006,0.63753809908326
"160",160,560,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_5","pesticide 2 shannon","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Mancozeb ethylene-bisdithiocarbamate, Manganese, Zinc","No","Mancozeb ethylene-bisdithiocarbamate (62%), Manganese (16%), Zinc (2%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","1.77;0.46;0.06","kg/ha","Oribatid mites","Micro-arthropods",1.57276995305164,NA,4,1.12676056338028,NA,4,"Shannon","unitless",NA,"F3","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","Fungicide","no","no","no","ethylene-bis-dithiocarbamate","Mancozeb is the formulation with ethylene-bis-dithiocarbamate + manganese + zinc donc pour moi c'est pas MultiSubstance c'est juste une formulation (j'ai changé en fungicide)","Acari","Mesofauna","Diversity indices","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",NA,NA,0.38863126618719,0.278422399656495,-1.14603643783948,0.582087469803488
"161",161,561,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_2","pesticide 2, abdc","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Mancozeb ethylene-bisdithiocarbamate, Manganese, Zinc","No","Mancozeb ethylene-bisdithiocarbamate (62%), Manganese (16%), Zinc (2%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","1.77;0.46;0.06","kg/ha","Oribatid mites","Micro-arthropods",4201,3422,4,5315,4212,4,"Abundance","ind/m2","SE","T2","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","Fungicide","no","no","no","ethylene-bis-dithiocarbamate","Mancozeb is the formulation with ethylene-bis-dithiocarbamate + manganese + zinc donc pour moi c'est pas MultiSubstance c'est juste une formulation (j'ai changé en fungicide)","Acari","Mesofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",0.252164024958546,0.503974168467706,3422,4212,0.252164024958546,0.503974168467706
